,p_np
CN(C)C/C=C(/c1ccc(Br)cc1)c2cccnc2,0.9631486733754476
CC(C)N=C1C=C2N(c3ccc(Cl)cc3)c4ccccc4N=C2C=C1Nc5ccc(Cl)cc5,0.511243204275767
COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(C)=O,0.570749302705129
OC(COc1ccc2OC(=CC(=O)c2c1)C(O)=O)COc3cccc4OC(=CC(=O)c34)C(O)=O,0.12164273113012314
NC1CONC1=O,0.9661222100257874
NC(=O)NO,0.9240647753079733
[Br-].CC(C)[N+]1(C)C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3,0.24959815541903177
NC(N)=N\N=C\c1c(Cl)cccc1Cl,0.3172213177507122
NC(N)=NCCN1CCCCCCC1,0.2760484938820203
CN1C2CCC1CC(C2)OC(=O)C(O)c3ccccc3,0.6620906392733256
NNc1nncc2ccccc12,0.23494285655518374
N[S](=O)(=O)c1cc2c(NCN[S]2(=O)=O)cc1Cl,0.32179955664711696
C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@](O)(C(=O)CO)[C@@]4(C)C[C@H](O)[C@H]23,0.31293265894055367
N[S](=O)(=O)c1cc2c(NCN[S]2(=O)=O)cc1C(F)(F)F,0.3517730594612658
CC(C)Cc1ccc(cc1)C(C)C(O)=O,0.480745792388916
COc1ccc2n(c(C)c(CC(O)=O)c2c1)C(=O)c3ccc(Cl)cc3,0.49993187189102173
c12c(c(ccc1)Cl)C(N(Cc1n2cnc1c1nc(on1)[C@](CO)(C)O)C)=O,0.2225522349278132
NCCc1cn2c(n1)cccc2,0.6360046938061714
CCCN(CCC)CCc1ccc(c2c1CC(N2)=C)O,0.972581664721171
c1(c2c(cc(F)cc2)on1)C1CCN(CCc2c(n3c([C@@H](CCC3)O)nc2C)=O)CC1,0.9402253230412801
Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12,0.9754308064778646
ClCCNC(=O)N(CCCl)N=O,0.9803468187650045
CCC(C)N1N=CN(C1=O)c2ccc(cc2)N3CCN(CC3)c4ccc(OC[C@H]5CO[C@@](Cn6cncn6)(O5)c7ccc(Cl)cc7Cl)cc4,0.3999548057715098
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,0.07055931848784287
CC(C(O)=O)c1cccc(c1)C(=O)c2ccccc2,0.5672678649425507
OC(=O)C1CCn2c1ccc2C(=O)c3ccccc3,0.22529999166727066
C[C@H](N)[C@H](O)c1cccc(O)c1,0.10698702807227771
NNC(=O)c1ccncc1,0.681940754254659
CC(C)NCC(O)c1ccc(O)c(O)c1,0.0785514684394002
OC[C@H]1O[C@@H](OC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)c(O)c4)[C@H](O)[C@@H](O)[C@@H]1O,0.051158756017684937
CC(=O)N1CCN(CC1)c2ccc(OC[C@H]3CO[C@@](Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2,0.5186448991298676
CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(N)=O,0.13539094291627407
N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,0.24085767567157745
OCC(O)C(O)C(O)C(O)CO,0.09721711277961731
CN(C)C1C2C(O)C3C(=C)c4c(Cl)ccc(O)c4C(=C3C(=O)C2(O)C(=O)\C(=C(N)/O)C1=O)O,0.04250753236313661
Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl,0.2527035890767972
Cc1cccc(Nc2ccccc2C(O)=O)c1C,0.2791358722994725
CN=C(NCCSCc1nc[nH]c1C)NC#N,0.5186674445867538
Clc1cccc(Cl)c1NC2=NCCN2,0.8134087324142456
OC[C@@H]1CC[C@@H](O1)n2cnc3C(=O)N=CNc23,0.5466176072756449
COCCc1ccc(OCC(O)CNC(C)C)cc1,0.7279126048088074
Cc1ncc(n1CCO)[N+]([O-])=O,0.8890458742777506
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C,0.6663982073465983
C1[C@@H]2[C@](C(=C3C(c4c(ccc(c4C[C@@H]13)N(C)C)O)=O)O)(C(C(C(N)=O)=C([C@H]2N(C)C)O)=O)O,0.458016832669576
Clc1ccc(cc1)C(=O)NCCN2CCOCC2,0.9808879295984904
[Br-].CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc3ccccc13)C(C)C,0.2664252209166686
NC(=O)c1cnccn1,0.9649709860483805
[Br-].CN(C)C(=O)Oc1ccc[n+](C)c1,0.900807241598765
CCc1nc(N)nc(N)c1c2ccc(Cl)cc2,0.9393542210261027
COc1ccc2nccc([C@@H](O)[C@@H]3C[C@H]4CCN3C[C@@H]4C=C)c2c1,0.6438879172007242
NC(Cc1ccc(cc1)N(CCCl)CCCl)C(O)=O,0.3419890472044547
[Br-].C[N+]1(C)CCCC(C1)OC(=O)C(O)(c2ccccc2)c3ccccc3,0.16408208043624958
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,0.7085298895835876
C1CN2CCC1C(C2)CN3c4ccccc4Sc5ccccc35,0.9151487151781718
COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCc2c1,0.5925193876028061
CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc3ccccc13,0.3711701811601718
CN(Cc1cnc2nc(N)nc(N)c2n1)c3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O,0.4171443780263265
CN1C(CCl)Nc2cc(Cl)c(cc2[S]1(=O)=O)[S](N)(=O)=O,0.28602301236242056
C[C@](N)(Cc1ccc(O)c(O)c1)C(O)=O,0.12972384815414748
[Cl-].[Cl-].[Cl-].COc1cccnc1CCCCNC2=NC=C(Cc3ccc(C)nc3)C(=O)N2.[H+].[H+].[H+],0.21519927928845087
CC(C)c1onc(n1)c2ncn3c2CN(C)C(=O)c4c(Cl)cccc34,0.9328787326812744
Cc1ccc(CC2=CN=C(NCCSCc3oc(cc3)C(C)(C)N)NC2=O)cn1,0.15588383004069328
CN1CCN2C(C1)c3ccccc3Cc4ccccc24,0.9869225025177002
Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12,0.979147732257843
CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc3scnc3)Cc4ccccc4,0.24787437419096628
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)[C@H](CC(N)=O)NC(=O)c4ccc5ccccc5n4,0.16978896160920462
FCOC(C(F)(F)F)C(F)(F)F,0.9862743417421976
[Na+].CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C([O-])=O)c1I,0.08817501490314801
CC(C)NCC(O)c1ccc(N[S](C)(=O)=O)cc1,0.8082370758056641
CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O,0.9063358704249064
CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@@H](O[C@@H](C)[C@]2(O)C=O)O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N,0.04419863255073627
Nc1ccc(cc1)[S](=O)(=O)Nc2ncccn2,0.7883153955141703
Cc1noc(N[S](=O)(=O)c2ccc(N)cc2)c1C,0.934126098950704
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C=C14,0.47107788920402527
Clc1ccc(COC(Cn2ccnc2)c3ccc(Cl)cc3Cl)c(Cl)c1,0.5019121766090393
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O,0.42524174352486926
CCOC(=O)C(C1=C(O)Oc2ccccc2C1=O)C3=C(O)Oc4ccccc4C3=O,0.11599961792429288
OCc1cccnc1,0.6206252227226893
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,0.43197724719842273
NCC(O)c1cccc(O)c1,0.10637311761577924
CC(CCc1ccccc1)NC(C)C(O)c2ccc(O)cc2,0.12822833160559335
C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)OC[C@]4(C)[C@H]3CC[C@]12C,0.39960092306137085
OC(=O)CCc1oc(c2ccccc2)c(n1)c3ccccc3,0.47704724470774335
CN1CCN2C(C1)c3ccccc3Cc4cccnc24,0.9787861903508505
Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12,0.9767898718516032
C1NCCN(C1)c1ccc(c(n1)Cl)C(F)(F)F,0.979040801525116
c1c2c(cc(c1)Cl)[C@@H]1[C@H](c3ccccc3O2)CNC1,0.9822097222010294
c1c2c(ccc1)[C@@]1([C@@H](c3cccc(c3O2)C)CNCC1)O,0.974631130695343
c1ccc(c(c1)[C@H](CC=C)N)c1c2c(on1)cccc2,0.9627824227015177
c1c2c(ccc1)[C@@]1([C@@H](c3cccc(c3O2)C)C[N@](CC1)C)O,0.9776977101961771
c1c2c(cc(c1)Cl)[C@@H]1[C@H](c3ccccc3O2)CN(C1)C,0.9845275084177653
CNC(/NCCSCc1oc(CN(C)C)cc1)=C\[N+]([O-])=O,0.14657061050335565
Cc1onc(N[S](=O)(=O)c2ccc(N)cc2)c1,0.9364854693412781
CC/C(c1ccccc1)=C(c2ccccc2)/c3ccc(OCCN(C)C)cc3,0.9369498292605082
[Na+].[Na+].CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C([O-])=O)c3cscc3)C(=O)N2[C@H]1C([O-])=O,0.23459150145451227
CC[C@@]1(O)C(=O)OCC2=C1C=C3N(Cc4cc5c(CN(C)C)c(O)ccc5nc34)C2=O,0.7366351087888082
NC1=NC(=O)N(C=C1)[C@H]2CC[C@@H](CO)O2,0.9167661666870117
N[S](=O)(=O)Cc1noc2ccccc12,0.942266841729482
C[C@H]1O[C@@H](O[C@@H]\2C[C@@H]3O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@@H](C)[C@H](C)[C@H](O)[C@@H](C)\C=C/C=C\C=C/C=C\C=C/C=C\C=C2)C[C@H](O)[C@H]3C(O)=O)[C@@H](O)[C@@H](N)[C@@H]1O,0.03931864785651366
[Ca++].NC1=NC(=O)C2=C(NCC(CNc3ccc(cc3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)N2C=O)N1,0.35269711911678314
O.O.CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,0.0517234473178784
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,0.9239033460617065
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=O,0.04403877382477125
CCOc1ccc(NC(C)=O)cc1,0.8642054001490275
Nc1ccc(N=Nc2ccccc2)c(N)n1,0.22253400273621082
CN(C)CCC(c1ccccc1)c2ccccn2,0.7101958592732748
Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4,0.3635684748490651
CC(COc1ccccc1)N(CCCl)Cc2ccccc2,0.6519787311553955
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,0.8528328140576681
CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,0.24529244502385458
CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1,0.9707718094189962
CN1CC[C@]2(C)[C@H]1N(C)c3ccc(OC(=O)Nc4ccccc4)cc23,0.9648395776748657
Cc1ccc(CC2=CN=C(NCCCCc3ncc(Br)cc3C)NC2=O)cn1,0.29099160619080067
C[C@@H]1CC2=C(CCC(=O)C2)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@H]13,0.786944588025411
CC(C)(O/N=C(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C([O-])=O)C[n+]3ccccc3)/c4csc(N)n4)C(O)=O,0.3098440319299698
NC1=C(F)C=NC(=O)N1,0.8411397933959961
NC(N)=NCC1COC2(CCCCC2)O1,0.4029764210184415
ClCCN(N=O)C(=O)NC1CCCCC1,0.9829053282737732
[Na+].[O-][S](=O)(=O)CCS,0.19419253089775643
CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,0.17532645041743913
COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](OC4OC5COC(OC5C(O)C4O)c6sccc6)c7cc8OCOc8cc27,0.7121467888355255
S=[P](N1CC1)(N2CC2)N3CC3,0.9796241919199625
CN[C@H](CC(C)C)C(=O)NC1[C@H](O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)[C@@H](O)[C@@H]6NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(N)=O)NC1=O)c7ccc(O)c(c7)c8c(O)cc(O)cc8[C@@H](NC6=O)C(O)=O)c3O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O[C@H]%10C[C@](C)(N)[C@H](O)[C@H](C)O%10)c(Cl)c2,0.02634081430733204
CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(cc2[S]1(=O)=O)[S](N)(=O)=O,0.23469152922431627
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,0.3105139248073101
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,0.3750857791552941
CCCN(CCC)[S](=O)(=O)c1ccc(cc1)C(O)=O,0.14659950882196426
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0.7682581543922424
CC(C)NCC(O)COc1cccc2ccccc12,0.5305597186088562
CC1OC(O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CCC3=C2)C6=COC(=O)C=C6)C(O)C(O)C1O,0.18419396628936133
COc1ccc(C[C@H](N)C(=O)NC2[C@@H](O)[C@@H](O[C@@H]2CO)n3cnc4c(ncnc34)N(C)C)cc1,0.31487661600112915
NC(=O)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,0.18287849302093187
CN=C(NCCSCc1csc(N=C(N)N)n1)NC#N,0.8295294245084127
OC(=O)\C=C/C(O)=O.OC(=O)\C=C/C(O)=O.C1CCN(CC1)Cc2cccc(OCCCNc3sc4ccccc4n3)c2,0.8553555806477865
OCc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12,0.966151237487793
CC(Cl)(Cl)Cl,0.9860043923060099
C(CCl)(F)(F)F,0.9857095877329508
CC(C)CO,0.9713147282600403
CCC(C)(C)C,0.9831811785697937
Nc1ncnc2n(cnc12)C3OC(CO)C(O)C3O,0.9004843433698019
c12c(C(N(Cc3n1cnc3c1noc(n1)C(CO)(CO)C)C)=O)c(ccc2)Cl,0.21035497759779295
c12c(C(N(Cc3n1cnc3c1noc(n1)C(O)(C)C)C)=O)c(ccc2)Cl,0.3001541917522748
S=C(NC1CCCCC1)N2CCC(CC2)c3[nH]cnc3,0.962336520353953
CC1C=CC=C(C(=O)NC2=C(C3=C(C(=C4C(=C3C(=O)C2=CNN5CCN(CC5)C)C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C,0.028177012999852497
OC(=O)c1ccccc1O,0.13072340935468674
CN1[C@@H]2CC(C[C@H]1[C@@H]3O[C@H]23)OC(=O)[C@H](CO)c4ccccc4,0.6435039639472961
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13,0.7322575350602468
C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4Cc5[nH]ncc5C[C@]4(C)[C@H]3CC[C@]12C,0.3547954981525739
OC(=O)C1=C\C(C=CC1=O)=N/Nc2ccc(cc2)[S](=O)(=O)Nc3ccccn3,0.11066816623012225
CC(C)N1CCN(CC1)c2ccc(OC[C@H]3CO[C@@](Cn4cncn4)(O3)c5ccc(Cl)cc5Cl)cc2,0.4638702670733134
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CCC(=O)O2,0.6162349979082743
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,0.408844197789828
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,0.062497331450382866
CCCC(C)CC,0.9823445479075114
CCC(C)CC,0.9831933379173279
Cc1ncc2C(O)N=C(c3ccccc3F)c4cc(Cl)ccc4n12,0.9664193789164225
CN(C)C1=C(C)N(C)N(c2ccccc2)C1=O,0.9786239862442017
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0.43886667986710864
c1ccccc1,0.9773874282836914
CC(C)(C)OC(=O)c1ncn2c3cccc(Br)c3C(=O)N4CCC[C@H]4c12,0.911009152730306
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Br)cc3,0.9655760526657104
OC(C1CCCCN1)c2cc(nc3c2cccc3C(F)(F)F)C(F)(F)F,0.9574107130368551
CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(O)=O,0.1475876271724701
CN1C(CNC(=O)c2cscc2)CN=C(c3ccccc3F)c4ccccc14,0.9857383966445923
C[C@]12CCC(=O)C=C1CC[C@H]3[C@@H]4CC[C@H](C(=O)CO)[C@]4(C[C@H](O)[C@H]23)C=O,0.2875206992030144
c1(cc(c(cc1)Cl)Cl)CC(N1CCCC[C@H]1CN1CCCC1)=O,0.9772516489028931
c1(cc(c(cc1)Cl)Cl)CC(N1[C@@H](c2c(CC1)cccc2)CN1CCCC1)=O,0.9704713424046835
c1(ccc(cc1)C(F)(F)F)CC(N1[C@@H](CCCC1)CN1CCCC1)=O,0.9807970722516378
c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](c2c(CC1)scc2)CN1CCCC1)=O,0.9728681246439616
CN1C(=O)N(C)c2nc[nH]c2C1=O,0.3032827377319336
NC1=NC(=S)c2[nH]cnc2N1,0.196001543973883
Cc1ccc(cc1)[S](=O)(=O)NC(=O)NN2CCCCCC2,0.5506575951973597
CCCCNC(=O)N[S](=O)(=O)c1ccc(C)cc1,0.5433332969745001
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,0.47870559493700665
Nc1nc(N)c2nc(c3ccccc3)c(N)nc2n1,0.6723126471042633
N[S](=O)(=O)c1cc2c(NC(N[S]2(=O)=O)C(Cl)Cl)cc1Cl,0.24945744561652342
CC(C)[C@@H]1NC(=O)[C@H](C)OC(=O)C(NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC1=O)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C,0.0285210565974315
COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,0.43933217599987984
CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,0.2751008905470371
CCC(C)=O,0.9780826171239217
C1CC1,0.9828086296717325
N1(c2c(CCc3c1cccc3)cccc2)CCCN,0.9843673308690389
ClCCl,0.9837948679924011
CCOCC,0.9762990673383077
C=COC=C,0.9770365158716837
FC(F)OC(F)(F)C(F)Cl,0.9875739415486654
c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](c2c(CC1)[nH]cn2)CN1CCCC1)=O,0.5285968879858652
c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](CN2CCCC2)CC(CC1)(C)C)=O,0.978835662206014
CC(C)(C(O)=O)c1ccc(cc1)C(=O)CCCN2CCC(CC2)OC(c3ccccc3)c4ccccc4,0.32251542806625366
OC(=O)COCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,0.5931731909513474
OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O,0.12529739427069822
c1cn(CCO)c(CC)c(O)c1=O,0.2146479214231173
c1cn(CCCCO)c(CC)c(O)c1=O,0.33507879078388214
COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,0.5414803624153137
CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,0.17405284071962038
CN(C)CCCN1c2ccccc2Sc3ccc(cc13)C(C)=O,0.9848182400067648
CC(=O)c1ccc2Sc3ccccc3N(CCCN4CCN(CCO)CC4)c2c1,0.970528225104014
CC(=O)Nc1sc(nn1)[S](N)(=O)=O,0.9075839519500732
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,0.981332540512085
[Cl-].NC12CC3CC(CC(C3)C1)C2.[H+],0.9740179379781088
CN(C)CCC=C1c2ccccc2CCc3ccccc13,0.9798625310262045
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,0.9711268146832784
CC(N)Cc1ccccc1,0.9734203616778055
CCO,0.9635563890139262
CCc1ccccc1,0.9771869579950968
CCOC(=O)c1ncn2c1CN(C)C(=O)c3cc(F)ccc23,0.9627200961112976
CN1C(=O)CN=C(c2ccccc2F)c3cc(ccc13)[N+]([O-])=O,0.9860317508379618
FC(F)(F)COC=C,0.9791881442070007
FC(F)(F)C(Cl)Br,0.9876402616500854
CCCCCCC,0.9806149403254191
CCCCCC,0.9805946548779806
CN1C=CC(=O)C(=C1C)O,0.9432913462320963
CCN1C=CC(=O)C(=C1C)O,0.9213117957115173
CCCCN1C=CC(=O)C(=C1C)O,0.894602378209432
CCCCCN1C=CC(=O)C(=C1C)O,0.9072378079096476
c1cn(CCCCC)c(C)c(O)c1=O,0.9072377880414327
c1cn(CCCO)c(C)c(O)c1=O,0.3405452196796735
CCN1C=CC(=O)C(=C1CC)O,0.8572840690612793
CN1CCN(CC1)c2cc3N(C=C(C(O)=O)C(=O)c3cc2F)c4ccc(F)cc4,0.14175474643707275
CN1N(C(=O)C=C1C)c2ccccc2,0.9735597372055054
CN1CCc2cccc3c2[C@H]1Cc4ccc(O)c(O)c34,0.8119252324104309
COC(=O)C1=CCCN(C)C1,0.9754818677902222
Fc1ccc(cc1)C(=O)CCCN2CCN(CC2)c3ccccn3,0.9750615159670512
[H+].[Cl-].CCN(CC)CCOC(=O)C(O)(c1ccccc1)c2ccccc2,0.7898087302843729
Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)N3C(=O)Nc4ccccc34,0.9570026795069376
CCOC(=O)c1ccc(N)cc1,0.9520045518875122
CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,0.936743160088857
CN1C2CCC1CC(C2)OC(c3ccccc3)c4ccccc4.O[S](O)(=O)=O,0.8548730810483297
OC(CCN1CCCCC1)(C2CC3CC2C=C3)c4ccccc4,0.9804643789927164
CN1C(=O)NC(=O)C(C)(C1=O)C2=CCCCC2,0.9824898838996887
CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@@H]3[C@H](O)Cc4ccccc34)Cc5cccnc5,0.3897353907426198
FC(F)OC(Cl)C(F)(F)F,0.9874539772669474
CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,0.9440723260243734
COC(F)(F)C(Cl)Cl,0.9879773457845052
CC1CCCC1,0.9834035436312357
N1(c2c(Sc3c1cccc3)ccc(c2)Cl)CCCNC,0.9862241347630819
N1(c2c(Sc3c1cccc3)ccc(c2)Cl)CCCN,0.9825792113939921
CN(C)CCOC(C)(c1ccccc1)c2ccccn2,0.9448472261428833
c1ccc([C@H](C[N@]2CC[C@H](C2)O)N(C(Cc2ccccc2N)=O)C)cc1,0.3136627698938052
CCN1C=C(C(O)=O)C(=O)c2cc(F)c(nc12)N3CCNCC3,0.13284014289577803
CN1CCN(CC1)c2c(F)cc3C(=O)C(=CN(CCF)c3c2F)C(O)=O,0.15278034036358198
c1(cc(c(cc1)Cl)Cl)CC(N1[C@@H](CN2CCCC2)CN(CC1)C(=O)C)=O,0.9632525245348612
c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](c2c(CC1)occ2)CN1CCCC1)=O,0.9384607672691345
c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](CN(CC1)C(=O)OC)CN1CCCC1)=O,0.9621900320053101
Brc1ccc2NC(=O)CN=C(c3ccccn3)c2c1,0.985215942064921
CC(C)(C)c1ccc(CN2CCN(CC2)C(c3ccccc3)c4ccc(Cl)cc4)cc1,0.9678938587506613
CN(C)CCc1c[nH]c2ccc(O)cc12,0.819100002447764
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,0.9630932807922363
OCCOC(=O)NCc1ccccc1,0.961272140343984
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,0.9646008809407552
Cn1cnc2N(C)C(=O)N(C)C(=O)c12,0.963281253973643
CCCCCc1cc(O)c(C2C=C(C)CC[C@H]2C(C)=C)c(O)c1,0.7503310044606527
CCC(C)C(CC)C(=O)NC(N)=O,0.9775159160296122
NC(=O)N1c2ccccc2C=Cc3ccccc13,0.9857504765192667
CSc1ccc2Sc3ccccc3N(CCC4CCCNC4)c2c1,0.981297492980957
C1N(CCN(C1)c1cc(ccn1)C(F)(F)F)CCCCN1C(CCC1)=O,0.9769946336746216
Cn1cnc2NC(=O)N(C)C(=O)c12,0.9435727794965109
CCCCC,0.9809166789054871
CCCO,0.960997482140859
CC(C)=O,0.9801560441652933
c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](CN(CC1)C(=O)OCC)CN1CCCC1)=O,0.9611748854319254
c1(CC(N2[C@H](CN(CC2)C(=O)OCCC)CN2CCCC2)=O)cc(c(cc1)Cl)Cl,0.96139528354009
c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](c2c(CC1)occ2)C[N@@]1C[C@@H](CC1)O)=O,0.542216752966245
c1(ccc(c(c1)Cl)Cl)CC(=O)N1[C@H](CN(C(=O)C)CC1)C[N@@]1C[C@H](O)CC1,0.16141424576441446
c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](C2)O)=O)ccc(C(F)(F)F)cc1,0.24331154177586237
c1(ccc(cc1)SC)CC(N1[C@H](CN(CC1)C(=O)C)C[N@]1CC[C@H](C1)O)=O,0.10557226960857709
c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](C2)O)=O)cc(cc(c1)F)F,0.1904859095811844
c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](C2)O)=O)cc(ccc1)OC,0.1834106178333362
c1(CC(N2[C@H](CN(CC2)C(=O)C)C[N@]2CC[C@H](O)C2)=O)ccc(N(=O)=O)cc1,0.09580007071296374
